Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii	Total
OG0004751	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004752	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004753	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004754	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004755	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004756	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004757	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004758	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004759	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004760	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004761	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	5
OG0004762	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004763	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004764	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004765	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004766	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004767	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004768	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004769	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0004770	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004771	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004772	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004773	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004774	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004775	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004776	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004777	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004778	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004779	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004780	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004781	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004782	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004783	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004784	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004785	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004786	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004787	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004788	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004789	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004790	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004791	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004792	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004793	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004794	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004795	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004796	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004797	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004798	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004799	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004800	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004801	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004802	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004803	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004804	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004805	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004806	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004807	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004808	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004809	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004810	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004811	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004812	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004813	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004814	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004815	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004816	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004817	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004818	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5
OG0004819	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0004820	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004821	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004822	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004823	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004824	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004825	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004826	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004827	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004828	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004829	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004830	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004831	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004832	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004833	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004834	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004835	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004836	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004837	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004838	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004839	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004840	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004841	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004842	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004843	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004844	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004845	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004846	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004847	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004848	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004849	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004850	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004851	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004852	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004853	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004854	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004855	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004856	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004857	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004858	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004859	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004860	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004861	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004862	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004863	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004864	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004865	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004866	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004867	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004868	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004869	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	5
OG0004870	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004871	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004872	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004873	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004874	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004875	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004876	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004877	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004878	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004879	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004880	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004881	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004882	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004883	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004884	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004885	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004886	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004887	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004888	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004889	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004890	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004891	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004892	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004893	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004894	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004895	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004896	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004897	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004898	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004899	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004900	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004901	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004902	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004903	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004904	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004905	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004906	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004907	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004908	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004909	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004910	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004911	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004912	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004913	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004914	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004915	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004916	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004917	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004918	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004919	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004920	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004921	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004922	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004923	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004924	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004925	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004926	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004927	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004928	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004929	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004930	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004931	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004932	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004933	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004934	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004935	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004936	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004937	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004938	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004939	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004940	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004941	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004942	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004943	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004944	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004945	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004946	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004947	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004948	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004949	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004950	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004951	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004952	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004953	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004954	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004955	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5
OG0004956	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004957	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004958	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004959	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004960	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	5
OG0004961	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004962	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004963	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004964	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004965	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004966	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	5
OG0004967	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004968	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	5
OG0004969	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	5
OG0004970	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004971	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	5
OG0004972	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5
OG0004973	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	5
OG0004974	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004975	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004976	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004977	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004978	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	5
OG0004979	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004980	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004981	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OG0004982	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004983	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0004984	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004985	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004986	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	5
OG0004987	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	5
OG0004988	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	5
OG0004989	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0004990	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0004991	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	5
OG0004992	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	5
OG0004993	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004994	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004995	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004996	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004997	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004998	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0004999	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0005000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	5
OG0005001	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	5
OG0005002	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
OG0005003	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	5
OG0005004	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	5
OG0005005	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005006	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005007	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005008	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005009	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005010	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005011	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005012	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005013	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	5
OG0005014	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005015	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005016	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005017	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	5
OG0005018	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005019	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	5
OG0005020	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005021	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005022	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
OG0005023	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	5
OG0005024	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	5
